id,name,icon,description,active,created_at,updated_at,score,kind
644,Behodler,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
2559,Fuse,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,35,Public Chain
2562,Fusionist,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,3,""
2563,FusionX Finance,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2570,fuzzland,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,3,""
657,BENQI,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
658,Bepro Network,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,18,""
2572,f(x) Protocol,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,4,""
663,Berry Data,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
666,Beta Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
668,Betoken,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2574,Gabo Tech,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2575,Gafi Network,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2576,GAIA,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,10,""
2580,galactic council,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,18,""
677,Bho Network,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
679,Biatec Accounting,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
231,AlphaBatem Labs,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,8,""
232,Alphaday,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,5,""
233,Alpha Fi,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,5,""
689,Big Data Protocol,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
690,Big Whale Labs,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,17,""
246,Altlayer,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,17,""
697,Binance USD,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
708,Bison,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,5,""
709,Bison Trails,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,5,""
250,Ambient,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,7,""
713,biswapcom,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
254,Ambrosus,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,14,""
256,Ammer Tech,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,1,""
720,BitCapitalVendor,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
264,Ampleforth,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,3,""
726,BitClave,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
265,Amplica Labs,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,15,""
733,Bitcoin 2,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
734,Bitcoin Atom,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
738,Bitcoin Confidential,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
268,Amun Tokens,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,2,""
273,Anchor Framework,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,806,Infrastructure
756,Bitcoin Vault,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
278,Anduro,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,6,""
279,anetaBTC,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,5,""
280,Angle Protocol,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,14,""
761,BitDegree,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
762,BitElite,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
291,Anon Aadhaar,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
294,Antalpha Labs,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,15,""
305,Aori,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
772,BitGlobal (formerly Bithumb Global),"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
307,Apecoin (BAYC),"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
777,Bither (Wallet),"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
778,Bithotel,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
779,Bit Hotel,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
310,Aperture Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
311,ApeSwap Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,8,""
784,Bitlend,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
2581,Galaxy Exchange,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2585,Galt Project,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
787,BitMax,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
791,Bitnation,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2586,Galxe,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,17,""
2588,Game7 DAO,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,16,""
795,Bitoreum,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,5,""
2593,GameDAO,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
802,BitRewards,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
803,Bitriel,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
806,Bitski,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,17,""
2595,GamerCoin,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
810,Bitsum,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2596,Games (Category),"","",false,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,8,""
817,Bit Trust System,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
2597,Gamic,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
827,Bityuan,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,6,""
829,black doge lab,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
831,Black History DAO Archives,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
834,blackprint,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
2599,Gamma Swap Labs,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
2602,Garbles Labs,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
837,Blaqk Stereo,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2604,Garuda Stablecoin,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
840,Blaze AI,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,36,""
2605,Gaslite,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2606,Gasp,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,13,""
2607,Gas.zip,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
846,Blind Boxes,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
847,blitslabs,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2608,Gatechain Token,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,5,""
849,BlitzTCG,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
2609,Gattaca,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,9,""
2613,Gear Tech,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,31,""
855,BlockArt,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
860,BlockCAT,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
2662,Glif,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,6,""
863,Blockchain Academy Chile,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
2675,Glo Foundation (Glo Dollar),"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
868,Blockchain Game Alliance,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
869,Blockchain Help,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
870,blockcoders,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
871,Block Collider,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
2676,Glow.xyz wallet,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2678,Gluon,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2679,Gluwa,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,10,""
177,Alchemy,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,53,Infrastructure
178,Alchemy Pay,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,53,Infrastructure
197,Algorand,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,298,Public Chain
289,Anoma,"","",true,2025-07-23 09:52:39.080000 +00:00,2025-07-23 09:52:39.080000 +00:00,42,Infrastructure
312,ApeX Protocol,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
322,Apollo DAO,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
325,Appic DAO,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
337,Aptos,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,702,Public Chain
346,Aquachain,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1,""
348,Aquarius (AQUA token),"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
353,Aramid Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
884,Blocklive,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
885,Blockmason Link,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
361,Arbitrum,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,1318,Public Chain
890,Blockonomics,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
892,Blockpass,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
365,Arbol,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
896,Blockride,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
897,Blocks.,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
372,Arcadia Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,4,""
899,Blockscape Network,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
901,BlockSec,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,9,""
373,Arcana Network,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,9,""
375,Arcane Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
376,ArcBlock,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,8,""
379,Arch Finance,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
382,Arch Network,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,7,""
388,Arda,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,2,""
389,Ardent,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,3,""
391,Area Layer,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,5,""
398,Argument Computer Corporation,"","",true,2025-07-23 09:52:39.081000 +00:00,2025-07-23 09:52:39.081000 +00:00,11,""
964,Boom,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,4,""
924,Bluejay Finance,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
926,Blunt Instruments,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
929,Blurt,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
2685,GMX,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,12,""
2686,Gnars Dao,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,5,""
2687,GNØ Land,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,43,Public Chain
2688,Gnosis Chain,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,235,Public Chain
2689,go-bazzinga,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,23,""
2692,GoChain,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,3,""
2693,Gods Unchained,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
950,BombCrypto,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
951,Bomb Money,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
952,BondAppetit,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
2694,Goerli,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,7,""
2699,GoldCoin,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2702,Goldfinch,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
2703,GoldLink Protocol,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
2708,Golem,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,30,""
969,BORA,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
971,BoringDAO,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
973,Boring Protocol,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,6,""
975,BOSAGORA,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,6,""
977,BOSCore,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
2709,Golem Factory,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,21,""
2713,Golos Blockchain,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
2718,GoodGhosting,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,1,""
982,Bottos,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,1,""
2720,GooseFX,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,8,""
985,Bounce Finance,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
986,Bounce Token,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,2,""
987,Bounties Network,"","",true,2025-07-23 09:52:39.082000 +00:00,2025-07-23 09:52:39.082000 +00:00,3,""
2721,GoPlausible,"","",true,2025-07-23 09:52:39.087000 +00:00,2025-07-23 09:52:39.087000 +00:00,2,""
